task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,chosen_pos,chosen_delta,chosen_token,chosen_bias
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_003,48,47,7,31,16,87,0.0,88,0.0,1.0,35,12,0,2.422894
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_004,48,47,8,32,15,95,0.0,96,0.0,1.0,44,3,79,2.422894
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L48_005,48,47,11,35,12,105,0.0,106,0.0,1.0,41,6,24,2.422894
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_000,64,63,5,53,10,40,0.0,41,0.0,1.0,53,10,7,2.429648
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_001,64,63,7,55,8,49,0.0,51,0.0,1.0,51,12,93,2.429648
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_002,64,63,8,56,7,57,0.0,58,0.0,1.0,60,3,13,2.429648
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_003,64,63,11,59,4,67,0.0,69,0.0,1.0,57,6,85,2.429648
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_004,64,63,12,60,3,75,0.0,77,0.0,1.0,56,7,86,2.429648
phase_cued_retrieval,test,307,phasewrap_adapter,phase_cued_retrieval_test_seed307_L64_005,64,63,16,40,23,62,0.0,63,0.0,1.0,42,21,17,2.429648
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,0,23,39,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,0,23,34,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,85,0.0,1.0,0,23,61,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,93,0.0,1.0,0,23,70,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.0,103,0.0,1.0,0,23,16,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,0.0,111,0.0,1.0,0,23,82,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,1.0,1,1.0,1.0,0,31,68,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,0.0,55,0.0,1.0,0,31,74,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,0.0,63,0.0,1.0,0,31,92,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,0.0,72,0.0,1.0,0,31,36,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,0.0,81,0.0,1.0,0,31,97,0.0
phase_cued_retrieval,train,311,no_position,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,0.0,91,0.0,1.0,0,31,75,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,48,0.0,1.0,0,39,67,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,56,0.0,1.0,0,39,98,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,66,0.0,1.0,0,39,107,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,0,39,0,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,0.0,61,0.0,1.0,0,39,86,0.0
phase_cued_retrieval,validation,311,no_position,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,0.0,71,0.0,1.0,0,39,89,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,1.0,0,47,53,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,34,0.0,1.0,0,47,4,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,42,0.0,1.0,0,47,29,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,0,47,18,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,0,47,44,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,1.0,0,47,19,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,0,63,84,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,0,63,32,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,0,63,19,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,18,0.0,1.0,0,63,9,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,27,0.0,1.0,0,63,11,0.0
phase_cued_retrieval,test,311,no_position,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,0,63,61,0.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,1.0,1,1.0,1.0,4,19,82,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,1.0,1,1.0,1.0,18,5,75,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,1.0,1,1.0,1.0,16,7,84,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,1.0,1,1.0,1.0,15,8,92,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,1.0,1,1.0,1.0,12,11,102,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,1.0,1,1.0,1.0,11,12,110,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,26,5,21,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,1.0,1,1.0,1.0,24,7,53,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,1.0,1,1.0,1.0,23,8,61,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,1.0,1,1.0,1.0,20,11,71,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,1.0,1,1.0,1.0,19,12,79,1.0
phase_cued_retrieval,train,311,sinusoidal,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,1.0,1,1.0,1.0,15,16,90,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,48,0.0,1.0,0,39,67,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,55,0.0,1.0,31,8,49,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,28,11,38,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,27,12,36,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,1.0,1,1.0,1.0,23,16,59,1.0
phase_cued_retrieval,validation,311,sinusoidal,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,1.0,1,1.0,1.0,20,19,69,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,24,0.0,1.0,7,40,5,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,34,0.0,1.0,4,43,26,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,43,0.0,1.0,3,44,71,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,31,16,6,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,28,19,30,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,1.0,10,37,9,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,19,44,36,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,15,48,20,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,12,51,103,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,19,0.0,1.0,26,37,49,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,24,39,86,1.0
phase_cued_retrieval,test,311,sinusoidal,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,23,40,90,1.0
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,22,1,32,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,22,1,22,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,85,0.0,1.0,22,1,79,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,94,0.0,1.0,22,1,109,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.0,103,0.0,1.0,22,1,26,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,0.0,111,0.0,1.0,22,1,37,-0.043478
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,30,1,10,-0.032258
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,0.0,55,0.0,1.0,30,1,75,-0.032258
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,0.0,62,0.0,1.0,30,1,45,-0.032258
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,0.0,72,0.0,1.0,30,1,64,-0.032258
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,0.0,81,0.0,1.0,30,1,104,-0.032258
phase_cued_retrieval,train,311,alibi,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,0.0,91,0.0,1.0,30,1,72,-0.032258
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,47,0.0,1.0,38,1,42,-0.025641
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,56,0.0,1.0,38,1,110,-0.025641
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,38,1,34,-0.025641
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,74,0.0,1.0,38,1,100,-0.025641
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,0.0,60,0.0,1.0,38,1,51,-0.025641
phase_cued_retrieval,validation,311,alibi,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,0.0,70,0.0,1.0,38,1,13,-0.025641
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,1.0,46,1,92,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,34,0.0,1.0,46,1,13,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,43,0.0,1.0,46,1,73,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,46,1,18,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,46,1,13,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,57,0.0,1.0,46,1,85,-0.021277
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,62,1,91,-0.015873
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,62,1,29,-0.015873
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,62,1,85,-0.015873
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,19,0.0,1.0,62,1,92,-0.015873
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,62,1,77,-0.015873
phase_cued_retrieval,test,311,alibi,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,62,1,95,-0.015873
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,1.0,1,1.0,1.0,4,19,82,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,1.0,1,1.0,1.0,18,5,75,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,1.0,1,1.0,1.0,16,7,84,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,1.0,1,1.0,1.0,15,8,92,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,1.0,1,1.0,1.0,12,11,102,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,1.0,1,1.0,1.0,11,12,110,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,69,0.0,1.0,26,5,21,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,1.0,1,1.0,1.0,24,7,53,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,1.0,1,1.0,1.0,23,8,61,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,1.0,1,1.0,1.0,20,11,71,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,1.0,1,1.0,1.0,19,12,79,1.0
phase_cued_retrieval,train,311,rope_relative,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,1.0,1,1.0,1.0,15,16,90,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,48,0.0,1.0,32,7,110,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,55,0.0,1.0,31,8,49,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,28,11,38,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,27,12,36,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,1.0,1,1.0,1.0,23,16,59,1.0
phase_cued_retrieval,validation,311,rope_relative,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,1.0,1,1.0,1.0,20,19,69,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,25,0.0,1.0,39,8,99,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,35,0.0,1.0,36,11,57,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,43,0.0,1.0,35,12,64,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,53,0.0,1.0,31,16,6,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,63,0.0,1.0,28,19,30,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,1.0,42,5,36,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,51,12,39,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,47,16,65,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,44,19,42,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,18,0.0,1.0,58,5,1,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,56,7,36,1.0
phase_cued_retrieval,test,311,rope_relative,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,55,8,78,1.0
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,9,14,15,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,13,10,70,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,86,0.0,1.0,11,12,98,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,93,0.0,1.0,20,3,76,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.0,103,0.0,1.0,17,6,78,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L24_005,24,23,12,12,11,110,0.0,111,0.0,1.0,16,7,8,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_000,32,31,5,29,2,68,0.0,70,0.0,1.0,7,24,102,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_001,32,31,7,7,24,53,0.0,54,0.0,1.0,5,26,52,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_002,32,31,8,8,23,61,0.0,63,0.0,1.0,28,3,67,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_003,32,31,11,11,20,71,0.0,72,0.0,1.0,25,6,70,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_004,32,31,12,12,19,79,0.0,81,0.0,1.0,24,7,97,2.44949
phase_cued_retrieval,train,311,phasewrap_bias,phase_cued_retrieval_train_seed311_L32_005,32,31,16,16,15,90,0.0,92,0.0,1.0,10,21,99,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_000,40,39,7,31,8,46,0.0,48,0.0,1.0,13,26,76,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_001,40,39,8,32,7,54,0.0,55,0.0,1.0,36,3,53,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_002,40,39,11,35,4,64,0.0,65,0.0,1.0,33,6,11,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_003,40,39,12,36,3,72,0.0,73,0.0,1.0,32,7,24,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_004,40,39,16,16,23,59,0.0,61,0.0,1.0,18,21,68,2.44949
phase_cued_retrieval,validation,311,phasewrap_bias,phase_cued_retrieval_validation_seed311_L40_005,40,39,19,19,20,69,0.0,70,0.0,1.0,25,14,7,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_000,48,47,8,32,15,23,0.0,24,0.0,1.0,44,3,14,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_001,48,47,11,35,12,33,0.0,35,0.0,1.0,41,6,86,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_002,48,47,12,36,11,41,0.0,42,0.0,1.0,6,41,31,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_003,48,47,16,40,7,52,0.0,54,0.0,1.0,2,45,59,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_004,48,47,19,43,4,62,0.0,64,0.0,1.0,33,14,83,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L48_005,48,47,5,29,18,55,0.0,56,0.0,1.0,23,24,32,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_000,64,63,12,60,3,3,0.0,5,0.0,1.0,8,55,13,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_001,64,63,16,40,23,102,0.0,103,0.0,1.0,18,45,89,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_002,64,63,19,43,20,0,0.0,2,0.0,1.0,49,14,30,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_003,64,63,5,53,10,17,0.0,19,0.0,1.0,15,48,44,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_004,64,63,7,55,8,26,0.0,28,0.0,1.0,3,60,32,2.44949
phase_cued_retrieval,test,311,phasewrap_bias,phase_cued_retrieval_test_seed311_L64_005,64,63,8,56,7,34,0.0,36,0.0,1.0,12,51,48,2.44949
phase_cued_retrieval,train,311,phasewrap_adapter,phase_cued_retrieval_train_seed311_L24_000,24,23,19,19,4,82,0.0,83,0.0,1.0,9,14,15,2.395142
phase_cued_retrieval,train,311,phasewrap_adapter,phase_cued_retrieval_train_seed311_L24_001,24,23,5,5,18,75,0.0,76,0.0,1.0,13,10,70,2.395142
phase_cued_retrieval,train,311,phasewrap_adapter,phase_cued_retrieval_train_seed311_L24_002,24,23,7,7,16,84,0.0,86,0.0,1.0,11,12,98,2.395142
phase_cued_retrieval,train,311,phasewrap_adapter,phase_cued_retrieval_train_seed311_L24_003,24,23,8,8,15,92,0.0,93,0.0,1.0,20,3,76,2.395142
phase_cued_retrieval,train,311,phasewrap_adapter,phase_cued_retrieval_train_seed311_L24_004,24,23,11,11,12,102,0.0,103,0.0,1.0,17,6,78,2.395142
